Beds;Host Id;Year;Day;Month;Name;Neighbourhood;Number Of Reviews;Number of Records;Price;Property Type;Review Scores Rating;Room Type;Location
2;29805;2009;5;8;Cool, quiet Park Slope apartment;Brooklyn;3;1;125;Apartment;100;Entire home/apt;ZIP:11215
2;29762;2009;5;8;NYC Special Occasions Room #1;Brooklyn;92;1;29;Apartment;83;Private room;ZIP:11233
1;29762;2009;5;8;NYC Special Occasions Room #2;Brooklyn;79;1;27;Apartment;89;Private room;ZIP:11233
1;29762;2009;5;8;NYC-Brooklyn #1 18 min to Manhattan;Brooklyn;87;1;39;Apartment;87;Private room;ZIP:11233
1;29762;2009;5;8;NYC-Brooklyn #2 18 min to Manhattan;Brooklyn;92;1;39;Apartment;88;Private room;ZIP:11233
1;29762;2009;5;8;NYC-Brooklyn #3 18 min to Manhattan;Brooklyn;98;1;39;Apartment;90;Private room;ZIP:11233
1;29762;2009;5;8;NYC-Brooklyn #4 18 min to Manhattan;Brooklyn;81;1;39;Apartment;89;Private room;ZIP:11233
1;29762;2009;5;8;NYC-Brooklyn #5 18 min to Manhattan;Brooklyn;108;1;35;Apartment;85;Private room;ZIP:11233
1;30193;2009;6;8;Midtown Pied-a-terre;Manhattan;40;1;150;Apartment;93;Entire home/apt;ZIP:10019
1;30529;2009;8;8;Private room w/ separate entrance!;Brooklyn;2;1;84;Apartment;100;Private room;ZIP:11238
1;30811;2009;10;8;European Style apartment in NYC;Manhattan;1;1;115;Apartment;80;Entire home/apt;ZIP:10025
1;32045;2009;16;8;Spacious 1 bedroom in luxe building;Manhattan;12;1;60;Apartment;98;Private room;ZIP:10027
1;32105;2009;17;8;East Village 1 Bedroom apartment;Manhattan;7;1;140;Apartment;95;Entire home/apt;ZIP:10003
1;32169;2009;17;8;Greenpoint Loft / Le Chez Andrea;Brooklyn;50;1;70;Apartment;85;Private room;ZIP:11222
1;32169;2009;17;8;Loft in Williamsburg Area w/ Roof;Brooklyn;127;1;70;Apartment;81;Private room;ZIP:11222
1;32169;2009;17;8;Room in Greenpoint Loft w/ Roof;Brooklyn;88;1;70;Apartment;83;Private room;ZIP:11222
1;32330;2009;18;8;E Vill-great studio sleeps 2;Manhattan;83;1;130;Apartment;85;Entire home/apt;ZIP:10009
4;32330;2009;18;8;East Vill Garden duplex apt-slps 7;Manhattan;29;1;375;Apartment;94;Entire home/apt;ZIP:10009
4;32330;2009;18;8;HUGE-3 bedroom-ENTIRE FLR -slps 6+2;Manhattan;83;1;375;Apartment;84;Entire home/apt;ZIP:10009
4;32330;2009;18;8;LARGE-3 bedroom -EAST VILL-slps 6+3;Manhattan;63;1;375;Apartment;79;Entire home/apt;ZIP:10009
2;32330;2009;18;8;Manhattan-EVill-sunny studio slps 4;Manhattan;73;1;130;Apartment;84;Entire home/apt;ZIP:10009
2;32294;2009;18;8;back room/bunk beds;Manhattan;184;1;50;Apartment;90;Private room;ZIP:10031
1;32294;2009;18;8;front room/double bed;Manhattan;179;1;50;Apartment;88;Private room;ZIP:10031
1;32704;2009;19;8;LOFT-CentralPrk/TimeSq/TheaterDist1;Manhattan;17;1;192;Loft;88;Private room;ZIP:10019
1;32704;2009;19;8;LOFT-CentralPrk/TimeSq/TheaterDist2;Manhattan;79;1;199;Loft;92;Private room;ZIP:10019
1;32800;2009;20;8;Spacious&Pretty, heart of Brooklyn;Brooklyn;1;1;85;Apartment;100;Entire home/apt;ZIP:11216
1;32774;2009;20;8;Consummate 1Bdrm in Cultural Bklyn;Brooklyn;43;1;79;Apartment;88;Entire home/apt;ZIP:11221
1;33405;2009;23;8;Summer In Greenpoint! Deal! Enjoy!;Brooklyn;22;1;142;Apartment;93;Entire home/apt;ZIP:11222
1;33279;2009;23;8;SPACIOUS ELEVATOR APARTMENT;Manhattan;42;1;165;Apartment;84;Entire home/apt;ZIP:10002
1;33279;2009;23;8;"East Village ""Garden Apartment""";Manhattan;32;1;150;Apartment;87;Entire home/apt;ZIP:10009
1;33279;2009;23;8;East village Getaway Courtyard 3E;Manhattan;20;1;169;Apartment;85;Entire home/apt;ZIP:10009
1;33279;2009;23;8;Heart of the East Village 2E;Manhattan;10;1;159;Apartment;90;Entire home/apt;ZIP:10009
1;33279;2009;23;8;HEART OF THE EAST VILLAGE 2W;Manhattan;43;1;159;Apartment;86;Entire home/apt;ZIP:10009
2;33279;2009;23;8;Heart of the East Village 4E;Manhattan;48;1;169;Apartment;82;Entire home/apt;ZIP:10009
1;33279;2009;23;8;HEART OF THE EAST VILLAGE 4W;Manhattan;35;1;169;Apartment;90;Entire home/apt;ZIP:10009
1;33279;2009;23;8;Sunny renovated studio courtyard 3W;Manhattan;7;1;179;Apartment;94;Entire home/apt;ZIP:10009
1;33279;2009;23;8;Room in DOORMAN/ELEVATOR LOFT BLDG;Brooklyn;31;1;89;Apartment;84;Private room;ZIP:11205
1;34128;2009;26;8;Designer loft in hip Williamsburg;Brooklyn;21;1;170;Apartment;99;Entire home/apt;ZIP:11211
1;35017;2009;30;8;Sunny Artistic East Village Apt;Manhattan;20;1;160;Apartment;96;Entire home/apt;ZIP:10003
2;34915;2009;30;8;Luxurious 2-Floor Manhattan Mansion;Manhattan;0;1;1000;Apartment;None;Entire home/apt;ZIP:10075
2;35271;2009;31;8;Manhattan studio Apartment;Manhattan;31;1;150;Apartment;94;Entire home/apt;ZIP:10021
2;35271;2009;31;8;Manhattan City 1 Bed Room Apartment;Manhattan;1;1;110;Apartment;60;Entire home/apt;ZIP:10029
3;35271;2009;31;8;Manhattan large 1 Bed Rm Apartment;Manhattan;48;1;110;Apartment;84;Entire home/apt;ZIP:10029
2;35271;2009;31;8;Upper Eastside Studio Apartment;Manhattan;46;1;140;Apartment;85;Entire home/apt;ZIP:10065
1;35271;2009;31;8;PRIVATE Room Time SQ Broadway Area;Manhattan;9;1;125;Apartment;87;Private room;ZIP:10036
1;35377;2009;1;9;Live-In Tour Guide Scenic West Side;Manhattan;26;1;100;Apartment;88;Private room;ZIP:10027
2;35935;2009;3;9;Large Private B&B Style Studio;Brooklyn;52;1;80;Apartment;92;Entire home/apt;ZIP:11238
1;36017;2009;3;9;Roomy 1BR near park, museums, more;Brooklyn;82;1;131;Apartment;83;Entire home/apt;ZIP:11238
3;35845;2009;3;9;Private Apt Sleeps Five;Brooklyn;26;1;138;House;90;Private room;ZIP:11210
1;35935;2009;3;9;B & B Room 1;Brooklyn;39;1;60;House;94;Private room;ZIP:11238
2;35935;2009;3;9;B and B Style Rooms for Rent w bath;Brooklyn;19;1;70;House;86;Private room;ZIP:11238
2;35935;2009;3;9;Large B&B Style rooms;Brooklyn;48;1;60;House;93;Private room;ZIP:11238
2;36841;2009;7;9;European garden bed & breakfast;Brooklyn;1;1;115;Apartment;100;Entire home/apt;ZIP:11233
1;36897;2009;7;9;Lovely studio for a romantic pair;Manhattan;20;1;113;Apartment;96;Entire home/apt;ZIP:10002
2;37286;2009;9;9;Urban oasis! 2 bedrooms w/ 3 patios;Brooklyn;14;1;165;Apartment;93;Entire home/apt;ZIP:11206
1;37286;2009;9;9;Private bedroom-rooftop & terrace!;Brooklyn;28;1;95;Apartment;91;Private room;ZIP:11206
2;37809;2009;11;9;2BR bright and airy Brownstone;Brooklyn;8;1;180;Apartment;97;Entire home/apt;ZIP:11231
1;38265;2009;13;9;Prime Williamsburg Luxury Apartment;Brooklyn;7;1;160;Apartment;91;Entire home/apt;ZIP:11211
4;38434;2009;14;9;Modern lovely bright 3BR near park;Brooklyn;1;1;170;Apartment;None;Entire home/apt;ZIP:11225
4;38513;2009;14;9;Spacious Modern  2 Bedroom Suite;Brooklyn;27;1;122;Apartment;85;Entire home/apt;ZIP:11226
2;38648;2009;15;9;Spacious Chelsea Sanctuary;Manhattan;17;1;329;Apartment;84;Entire home/apt;ZIP:10011
1;38694;2009;15;9;A Room Fit for Two in Williamsburg;Brooklyn;0;1;75;Apartment;None;Private room;ZIP:11211
1;38649;2009;15;9;Central Greenwich Village available;Manhattan;123;1;101;Apartment;90;Private room;ZIP:10012
1;38736;2009;15;9;COZY PRIVATE ROOM NEAR TIMES SQUARE;Manhattan;19;1;130;Apartment;93;Private room;ZIP:10018
1;39260;2009;17;9;Cozy entire apt. great location;Manhattan;23;1;120;Apartment;95;Entire home/apt;ZIP:10029
1;39636;2009;19;9;Brownstone Haven in Clinton Hill;Brooklyn;35;1;110;House;95;Private room;ZIP:11238
2;39866;2009;20;9;Beautiful studio/Upper east side.;Manhattan;10;1;160;Apartment;98;Entire home/apt;ZIP:10028
1;39827;2009;20;9;Trendy Harlem Luxury;Manhattan;0;1;125;Apartment;None;Private room;ZIP:10026
4;40275;2009;21;9;Spacious Lofty 2BD in Clinton Hill;Brooklyn;2;1;135;Apartment;100;Entire home/apt;ZIP:11205
1;40100;2009;21;9;Sm comfy room Central Park/HellsKit;Manhattan;9;1;89;Apartment;98;Private room;ZIP:10019
2;41091;2009;24;9;20FT CEILING LIGHT AIRY PENTHOUSE;Brooklyn;4;1;475;Apartment;100;Entire home/apt;ZIP:11222
1;40893;2009;24;9;Charming bedroom/office in Brooklyn;Brooklyn;0;1;150;Apartment;None;Private room;ZIP:11215
1;41091;2009;24;9;Penthouse Room w Bath, 20' ceilings;Brooklyn;0;1;300;Apartment;None;Private room;ZIP:11222
2;41249;2009;25;9;1-Bedroom Railroad Apartment;Brooklyn;0;1;55;Apartment;None;Entire home/apt;ZIP:11237
1;41358;2009;26;9;Warm and welcoming brownstone home;Brooklyn;0;1;140;Apartment;None;Entire home/apt;ZIP:11205
4;41437;2009;26;9;Fort Greene Lofty Retreat;Brooklyn;48;1;200;Loft;96;Entire home/apt;ZIP:11205
1;42273;2009;29;9;Park Slope Green Guest House;Brooklyn;247;1;135;Apartment;98;Entire home/apt;ZIP:11215
1;42032;2009;29;9;Light-filled classic Central Park;Manhattan;41;1;140;Apartment;93;Entire home/apt;ZIP:10025
2;42756;2009;1;10;Gorgeous Williamsburg 1BR Apartment;Brooklyn;190;1;238;Apartment;96;Entire home/apt;ZIP:11211
1;42756;2009;1;10;Roof-Top Room in Williamsburg;Brooklyn;257;1;140;Apartment;95;Entire home/apt;ZIP:11211
1;42756;2009;1;10;Charming Carriage House Suite;Brooklyn;217;1;165;House;94;Entire home/apt;ZIP:11211
1;43321;2009;4;10;Lovely Bright Williamsburg Apt;Brooklyn;1;1;110;Apartment;100;Entire home/apt;ZIP:11211
1;43671;2009;5;10;Your Spacious Home Away From Home!;Brooklyn;1;1;107;Apartment;None;Entire home/apt;ZIP:11201
2;43772;2009;6;10;Bilevel Penthouse: Park, City Views;Brooklyn;2;1;272;Condominium;100;Entire home/apt;ZIP:11222
2;44136;2009;7;10;HUGE Designer 2 Bdrm Park Slope Apt;Brooklyn;7;1;250;Apartment;97;Entire home/apt;ZIP:11215
1;44145;2009;7;10;Cute apt in artist's home;Brooklyn;85;1;80;Apartment;89;Entire home/apt;ZIP:11237
1;44029;2009;7;10;Über hip sun drenched Brooklyn pad;Brooklyn;6;1;80;Apartment;100;Private room;ZIP:11222
1;44263;2009;8;10;Great deal Lower East Side!!;Manhattan;67;1;120;Apartment;98;Private room;ZIP:10002
3;45016;2009;11;10;Stay at The Brooklyn Apartment!;Brooklyn;103;1;160;Apartment;90;Entire home/apt;ZIP:11216
4;45098;2009;11;10;Lovely, calm 3 BR on leafy block;Brooklyn;1;1;150;Apartment;80;Entire home/apt;ZIP:11238
1;45120;2009;11;10;One-Bedroom Apartment on the Bowery;Manhattan;2;1;200;Apartment;80;Entire home/apt;ZIP:10003
2;45445;2009;12;10;Country space in the city;Brooklyn;0;1;150;House;None;Private room;ZIP:11226
1;45324;2009;12;10;GREAT ROOM 4 TIGHT WALLETS;Queens;2;1;42;House;60;Private room;ZIP:11434
1;45324;2009;12;10;GREAT ROOM. GREAT PRICE.;Queens;1;1;42;House;80;Private room;ZIP:11434
1;45324;2009;12;10;NICE ROOM 4 BUDGETEERS*5MINS TO JFK;Queens;6;1;42;House;76;Private room;ZIP:11434
1;45324;2009;12;10;ROOM FOR TIGHT WALLETS*5MINS TO JFK;Queens;6;1;42;House;72;Private room;ZIP:11434
1;45324;2009;12;10;SPACIOUS BASEMENT ROOM W/ HALF BATH;Queens;1;1;45;House;40;Private room;ZIP:11434
2;45609;2009;13;10;Spacious 1BR Apt in Greenpoint;Brooklyn;12;1;149;Apartment;100;Entire home/apt;ZIP:11222
2;45587;2009;13;10;Excellent location, gorgeous studio;Manhattan;11;1;150;Apartment;92;Entire home/apt;ZIP:10011
2;45682;2009;13;10;Beautiful New Garden Apartment;Manhattan;41;1;150;Apartment;98;Entire home/apt;ZIP:10023
1;45775;2009;14;10;Charming bedroom in Clinton Hill!!!;Brooklyn;2;1;69;Apartment;90;Private room;ZIP:11238
1;46529;2009;17;10;Huge apartment w backyard & hot tub;Brooklyn;0;1;250;Apartment;None;Private room;ZIP:11238
1;46650;2009;18;10;Lovely LOFT in south Williamsburg;Brooklyn;16;1;192;Loft;96;Entire home/apt;ZIP:11249
1;46650;2009;18;10;Cute Top Floor West Village Studio;Manhattan;35;1;195;Apartment;93;Entire home/apt;ZIP:10014
3;46969;2009;19;10;Cozy 1BR-Country living in NYC!;Staten Island;40;1;70;House;98;Entire home/apt;ZIP:10304
1;46978;2009;19;10;ENJOY Downtown NYC!;Manhattan;157;1;70;Apartment;85;Private room;ZIP:10009
1;46978;2009;19;10;ENJOY Downtown NYC!!;Manhattan;102;1;70;Apartment;88;Private room;ZIP:10009
1;46978;2009;19;10;Enjoy Midtown West & Times Square!!;Manhattan;46;1;90;Apartment;89;Private room;ZIP:10018
3;47691;2009;22;10;Perfect SOHO - Little Italy Nest;Manhattan;29;1;308;Apartment;97;Entire home/apt;ZIP:10013
1;47618;2009;22;10;1bdr w private bath. in lofty apt;Brooklyn;21;1;126;Apartment;100;Private room;ZIP:11205
1;47737;2009;22;10;Cozy room in 1820's Brick Wall Apt!;Manhattan;18;1;120;Apartment;72;Private room;ZIP:10029
1;48143;2009;25;10;Financial District Retreat 2;Manhattan;11;1;235;Apartment;98;Entire home/apt;ZIP:10005
1;48143;2009;25;10;Finanical District Retreat;Manhattan;3;1;235;Apartment;100;Entire home/apt;ZIP:10005
1;48143;2009;25;10;Quiet Midtown Studio;Manhattan;9;1;235;Apartment;96;Entire home/apt;ZIP:10016
1;48143;2009;25;10;Spring Retreat in Midtown;Manhattan;2;1;235;Apartment;90;Entire home/apt;ZIP:10016
1;48165;2009;25;10;Master Suite in Financial District;Manhattan;0;1;125;Apartment;None;Private room;ZIP:10038
3;48247;2009;26;10;BROWNSTONE - 2 BEDROOM APT;Brooklyn;125;1;115;Apartment;91;Entire home/apt;ZIP:11216
1;48599;2009;27;10;Quiet Chelsea Studio w/Roof Access;Manhattan;10;1;145;Apartment;98;Entire home/apt;ZIP:10011
1;48599;2009;27;10;Beautiful Downtown Manhattan Share;Manhattan;57;1;50;Apartment;94;Shared room;ZIP:10011
1;48957;2009;28;10;Artist Oasis in Historic Brownstone;Brooklyn;2;1;235;Apartment;100;Entire home/apt;ZIP:11215
1;49236;2009;28;10;amazing  brand new one bed room apt;Manhattan;24;1;185;Apartment;62;Entire home/apt;ZIP:10075
1;49236;2009;28;10;any term sublet night week months;Manhattan;115;1;185;Apartment;74;Entire home/apt;ZIP:10075
2;49366;2009;29;10;Beautiful Brooklyn Brownstone;Brooklyn;13;1;315;House;98;Entire home/apt;ZIP:11238
1;49623;2009;29;10;Artsy East Village/Lower East Side;Manhattan;28;1;59;Apartment;98;Private room;ZIP:10002
3;49875;2009;30;10;Large 3 bed house in Rego Park;Queens;0;1;290;House;None;Entire home/apt;ZIP:11374
2;50148;2009;31;10;Charming Brownstone - Near PRATT;Brooklyn;49;1;150;Apartment;84;Entire home/apt;ZIP:11238
2;50148;2009;31;10;Charming Brownstone 3- Near PRATT;Brooklyn;29;1;150;Apartment;86;Entire home/apt;ZIP:11238
1;50335;2009;31;10;Large East Village 1 BD by Bowery;Manhattan;5;1;150;Apartment;93;Entire home/apt;ZIP:10003
2;50124;2009;31;10;1 Stop fr. Manhattan! Private Suite;Queens;97;1;120;Townhouse;97;Private room;ZIP:11101
1;50912;2009;2;11;Light and Lively Living Room Space;Brooklyn;7;1;75;Apartment;94;Private room;ZIP:11238
1;51038;2009;3;11;large garden triplex apt near PRATT;Brooklyn;36;1;248;Apartment;93;Entire home/apt;ZIP:11238
1;51038;2009;3;11;bdrm w/pvt bath, lndmrk brick home;Brooklyn;8;1;128;House;91;Private room;ZIP:11238
1;51038;2009;3;11;large bedrm in 4flr landmark home;Brooklyn;6;1;128;House;92;Private room;ZIP:11238
2;51038;2009;3;11;lrg bedrm historic home 1blk PRATT;Brooklyn;19;1;128;House;86;Private room;ZIP:11238
1;51038;2009;3;11;lrg rm triplex landmrk brick house;Brooklyn;8;1;128;House;89;Private room;ZIP:11238
1;51618;2009;5;11;Artistic Loft in Midtown w/ View;Manhattan;1;1;56;Apartment;100;Private room;ZIP:10018
1;52034;2009;6;11;Minimalist Designer Railroad;Brooklyn;0;1;120;Apartment;None;Entire home/apt;ZIP:11211
1;52007;2009;6;11;Clean/Big/Bright/Affordable Room!;Queens;9;1;50;Apartment;96;Private room;ZIP:11377
1;52233;2009;7;11;1 br Williamsburg Brooklyn Condo,;Brooklyn;4;1;100;Apartment;100;Entire home/apt;ZIP:11211
1;52263;2009;7;11;Modern One-Bedroom in Luxury Bldg;Manhattan;2;1;220;Apartment;90;Entire home/apt;ZIP:10001
1;52335;2009;8;11;Fort Greene brownstone;Brooklyn;82;1;80;Apartment;94;Private room;ZIP:11205
1;52751;2009;9;11;1br West Village Chelsea Meatpackin;Manhattan;60;1;207;Apartment;91;Entire home/apt;ZIP:10014
1;52788;2009;9;11;5th Ave on Central Park Museum Mile;Manhattan;19;1;199;Apartment;94;Entire home/apt;ZIP:10029
7;53024;2009;10;11;One family house with 4 bedrooms!!!;Brooklyn;5;1;199;House;85;Entire home/apt;ZIP:11225
2;53132;2009;10;11;Brooklyn Loft  08/13 to 09/11;Brooklyn;5;1;125;Loft;87;Entire home/apt;ZIP:11205
1;53179;2009;11;11;Large Guest Room for Broolyn Condo;Brooklyn;4;1;59;Condominium;100;Private room;ZIP:11218
1;54090;2009;13;11;Amazing Studio Apt in East Village!;Manhattan;54;1;145;Apartment;96;Entire home/apt;ZIP:10003
1;53867;2009;13;11;The Chillhouse Experience.;Manhattan;0;1;95;Apartment;None;Private room;ZIP:10027
3;54255;2009;14;11;** Historic Charming Brownstone **;Brooklyn;24;1;195;Apartment;96;Entire home/apt;ZIP:11233
4;54255;2009;14;11;Beautiful artistic historic duplex!;Brooklyn;0;1;225;House;None;Entire home/apt;ZIP:11233
2;54253;2009;14;11;Gorgeous Harlem Triplex with Garden;Manhattan;0;1;450;Apartment;None;Entire home/apt;ZIP:10027
4;54253;2009;14;11;Restored carriage house in Harlem;Manhattan;1;1;200;Townhouse;100;Entire home/apt;ZIP:10027
1;54275;2009;14;11;Blue Room for 2 +\ bonuses $1350 mo;Brooklyn;56;1;90;House;96;Private room;ZIP:11216
1;54275;2009;14;11;Large Purple Room for 2/3, $1450/mo;Brooklyn;23;1;95;House;99;Private room;ZIP:11216
1;54275;2009;14;11;Red Room with deck for two $1350/mo;Brooklyn;9;1;85;House;98;Private room;ZIP:11216
2;54255;2009;14;11;**Private Room Brownstone Beauty!*;Brooklyn;1;1;99;Townhouse;100;Private room;ZIP:11233
1;54622;2009;15;11;Amazing view from my both 2BR in NY;Brooklyn;2;1;150;Apartment;100;Private room;ZIP:11211
1;54622;2009;15;11;Amazing view from my both 2BR NY;Brooklyn;0;1;150;Apartment;None;Private room;ZIP:11211
2;54712;2009;16;11;Spacious 2 Bedroom + Study;Brooklyn;0;1;215;Apartment;None;Entire home/apt;ZIP:11222
2;54712;2009;16;11;Spacious 2BR Greenpoint Getaway;Brooklyn;0;1;215;Apartment;None;Entire home/apt;ZIP:11222
1;54833;2009;16;11;Charming Chelsea One Bedroom;Manhattan;8;1;225;Apartment;95;Entire home/apt;ZIP:10011
2;55176;2009;17;11;It's all about Bushwick BROOKLYN;Brooklyn;98;1;125;Apartment;93;Entire home/apt;ZIP:11207
2;55298;2009;17;11;Large W 15th steps to Union Square;Manhattan;65;1;180;Apartment;92;Entire home/apt;ZIP:10011
1;55298;2009;17;11;W15th and 6th ave! new one bedroom;Manhattan;42;1;150;Apartment;97;Entire home/apt;ZIP:10011
2;55298;2009;17;11;West 15th St steps to Union Square;Manhattan;90;1;160;Apartment;82;Entire home/apt;ZIP:10011
2;55298;2009;17;11;LARGE APARTMENT- DOORMAN & VIEWS;Manhattan;0;1;240;Apartment;None;Entire home/apt;ZIP:10019
3;55298;2009;17;11;Central Park Loft- walk anywhere;Manhattan;20;1;180;Apartment;86;Entire home/apt;ZIP:10024
2;55298;2009;17;11;Central Park West 2 bedroom;Manhattan;21;1;210;Apartment;79;Entire home/apt;ZIP:10024
1;55021;2009;17;11;Bright & Cozy in Great Location;Manhattan;44;1;120;Apartment;98;Private room;ZIP:10002
1;55021;2009;17;11;Comfortable room near everything;Manhattan;3;1;130;Apartment;100;Private room;ZIP:10002
1;55021;2009;17;11;Large Room with Private Bath;Manhattan;19;1;125;Apartment;99;Private room;ZIP:10002
1;55289;2009;17;11;Room & Rooftop in Hells Kitchen!;Manhattan;29;1;99;Apartment;88;Private room;ZIP:10036
2;55458;2009;18;11;Gorgeous 2BR Apt with Terrace;Brooklyn;6;1;300;Apartment;90;Entire home/apt;ZIP:11249
4;55469;2009;18;11;NYC's Brooklyn's Treehouse Retreat;Brooklyn;1;1;385;House;60;Entire home/apt;ZIP:11230
1;55469;2009;18;11;Brooklyn Ditmas Park LUX Garden;Brooklyn;5;1;145;House;100;Private room;ZIP:11230
1;55469;2009;18;11;Brooklyn, Ditmas Park, The Roost;Brooklyn;6;1;135;House;97;Private room;ZIP:11230
1;55469;2009;18;11;NYC's Brooklyn Honey Nest Victorian;Brooklyn;3;1;135;House;100;Private room;ZIP:11230
2;55421;2009;18;11;Ft.Tryon beauty near Columbia Univ.;Manhattan;2;1;150;Apartment;100;Private room;ZIP:10033
1;55775;2009;19;11;Serene, Modern Cobble Hill Studio;Brooklyn;56;1;150;Apartment;97;Entire home/apt;ZIP:11201
2;56104;2009;20;11;* BROOKLYN FACTORY LOFT *;Brooklyn;33;1;190;Apartment;96;Entire home/apt;ZIP:11206
2;56246;2009;21;11;Greenpoint Place...Has It All!;Brooklyn;51;1;149;Apartment;95;Entire home/apt;ZIP:11222
1;56284;2009;21;11;Beautiful Apartment in Manhattan!!!;Manhattan;4;1;200;Apartment;100;Entire home/apt;ZIP:10010
2;56326;2009;21;11;2 bedroom apt, 15 min to Times Sq.;Manhattan;6;1;200;Apartment;90;Entire home/apt;ZIP:10027
1;56512;2009;22;11;Williamsburg 1 bedroom Apartment;Brooklyn;57;1;170;Apartment;98;Entire home/apt;ZIP:11211
4;56663;2009;22;11;2500 sqf Chelsea Luxury Loft;Manhattan;25;1;445;Apartment;90;Entire home/apt;ZIP:10001
1;56471;2009;22;11;PRIME East Village 1 BR APARTMENT!;Manhattan;100;1;135;Apartment;78;Entire home/apt;ZIP:10009
1;56653;2009;22;11;Private bedroom in Manhattan;Manhattan;37;1;74;Apartment;93;Private room;ZIP:10027
1;56990;2009;23;11;Large 1 bedroom BK Museum;Brooklyn;0;1;125;Apartment;None;Entire home/apt;ZIP:11225
2;56944;2009;23;11;2 bedroom apartment  in Manhattan;Manhattan;14;1;99;Apartment;82;Entire home/apt;ZIP:10010
2;56944;2009;23;11;Your Manhattan House, Gramercy Park;Manhattan;63;1;129;Apartment;82;Entire home/apt;ZIP:10010
1;56944;2009;23;11;Cute room in Gramercy;Manhattan;34;1;59;Apartment;85;Private room;ZIP:10010
1;56944;2009;23;11;Midtown East catch!!!!;Manhattan;13;1;79;Apartment;96;Private room;ZIP:10010
2;57101;2009;24;11;Rockaway Beach Paradise Apartment;Queens;8;1;160;Apartment;90;Entire home/apt;ZIP:11693
2;57101;2009;24;11;Restored Bungalow of Rockaway Beach;Queens;19;1;160;House;96;Entire home/apt;ZIP:11693
2;57406;2009;25;11;Open artist loft close to Manhattan;Brooklyn;24;1;165;Apartment;96;Entire home/apt;ZIP:11206
1;57574;2009;25;11;Modern 1br loft apt in Williamsburg;Brooklyn;10;1;195;Apartment;98;Entire home/apt;ZIP:11211
1;57877;2009;26;11;Cozy studio close to Union Square;Manhattan;27;1;160;Apartment;89;Entire home/apt;ZIP:10011
2;57877;2009;26;11;Garden studio in Union Square;Manhattan;6;1;220;Apartment;93;Entire home/apt;ZIP:10011
1;57877;2009;26;11;Lovely 1 bedroom apartment;Manhattan;0;1;180;Apartment;None;Entire home/apt;ZIP:10018
1;57877;2009;26;11;Luxury studio close to time square;Manhattan;1;1;180;Apartment;100;Entire home/apt;ZIP:10019
1;58546;2009;29;11;Beautiful Brownstone near the Park;Manhattan;0;1;130;Apartment;None;Entire home/apt;ZIP:10025
4;58745;2009;30;11;Bed-Stuy DIY. What's mine is yours.;Brooklyn;73;1;136;Apartment;90;Entire home/apt;ZIP:11221
